list_price,primary,rent_to_own,primary_photo,source,community,products,listing_id,matterport,virtual_tours,status,permalink,price_reduced_amount,other_listings,description,location,tax_record,lead_attributes,open_houses,flags,list_date,last_update_date,coming_soon_date,photos,tags,branding,pull_date,school_ids
1500,True,,{'href': 'https://ap.rdcpix.com/6ce94f7224a4c7e03daaf370121bc2a6l-m1121879147s.jpg'},"{'id': 'PHPA', 'agents': [{'office_name': None}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,"{'brand_name': 'basic_opt_in', 'products': ['core.agent']}",2959588979,False,,for_rent,1300-N-Hudson-St-3_Arlington_VA_22201_M94823-05526,,"{'rdc': [{'listing_id': '2959588979', 'status': 'for_rent', 'listing_key': None, 'primary': True}]}","{'beds': 0, 'baths': 1, 'baths_full': 1, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 3759, 'sqft': 4010, 'year_built': 1940, 'sold_price': None, 'sold_date': None, 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1300%20N%20Hudson%20St%20Unit%203%2C%20Arlington%2C%20VA%2022201&size=640x480&source=outdoor&signature=Ei72zBbm1Ajj-hqHpxW7RGzm5Eo=', 'address': {'line': '1300 N Hudson St Unit 3', 'postal_code': '22201', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Arlington', 'coordinate': {'lat': 38.887753, 'lon': -77.097725}}, 'county': {'name': 'Arlington', 'fips_code': '51013'}}",,"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': None, 'is_plan': None, 'is_subdivision': None}",2023-09-12T13:55:11.000000Z,2023-10-05T19:35:25Z,,"[{'href': 'https://ap.rdcpix.com/6ce94f7224a4c7e03daaf370121bc2a6l-m1121879147s.jpg'}, {'href': 'https://ap.rdcpix.com/6ce94f7224a4c7e03daaf370121bc2a6l-m4135910054s.jpg'}]","['central_air', 'recreation_facilities', 'basement', 'rental_property']","[{'type': 'Office', 'photo': None, 'name': 'Samson Properties'}]",2023-12-17 18:56:06.172429,"['Washington-Liberty-High-School-0772859031', 'Dorothy-Hamm-Middle-0772967701']"
1100,True,,{'href': 'https://ap.rdcpix.com/5882ec7f7d351b9b7168ee31e733bb24l-m3189131993s.jpg'},"{'id': 'AVAL', 'agents': None, 'type': 'unit_rental', 'spec_id': None, 'plan_id': None}",,,2950566630,False,,for_rent,Gmu-at-Forest-Ave_Fairfax_VA_22030_M92433-09434,700.0,"{'rdc': [{'listing_id': '2950566630', 'status': 'for_rent', 'listing_key': None, 'primary': True}]}","{'beds': 1, 'baths': 1, 'baths_full': 1, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': None, 'sqft': 5000, 'year_built': None, 'sold_price': None, 'sold_date': None, 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=Gmu%20at%20Forest%20Ave%20and%20University%20Dr%2C%20Fairfax%2C%20VA%2022030&size=640x480&source=outdoor&signature=7Mgt_pYvbTCn5bpVoFycySOnhFY=', 'address': {'line': 'Gmu at Forest Ave and University Dr', 'postal_code': '22030', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Fairfax', 'coordinate': {'lat': 38.8314578, 'lon': -77.3117471}}, 'county': {'name': 'Fairfax', 'fips_code': '51059'}}",,"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_unit', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': True, 'is_plan': None, 'is_subdivision': None}",2022-12-08T15:04:36.000000Z,2023-11-29T04:05:59Z,,"[{'href': 'https://ap.rdcpix.com/5882ec7f7d351b9b7168ee31e733bb24l-m3189131993s.jpg'}, {'href': 'https://ap.rdcpix.com/5882ec7f7d351b9b7168ee31e733bb24l-m2187182576s.jpg'}]","['dishwasher', 'hardwood_floors', 'rental_property']","[{'type': 'Office', 'photo': None, 'name': None}]",2023-12-17 18:56:06.172429,"['Oak-View-Elementary-School-0772865031', 'Woodson-High-School-0772865651', 'Frost-Middle-School-0772864151']"
4500,True,,{'href': 'https://ap.rdcpix.com/55e84ac84a3a84f56130776e0aebc796l-m2950447196s.jpg'},"{'id': 'PHPA', 'agents': [{'office_name': None}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,"{'brand_name': 'essentials', 'products': ['core.agent', 'core.broker']}",2962390212,False,,for_rent,6603-Byrnes-Dr_McLean_VA_22101_M57315-49838,,"{'rdc': [{'listing_id': '2962181672', 'status': 'for_sale', 'listing_key': None, 'primary': True}, {'listing_id': '2962390212', 'status': 'for_rent', 'listing_key': None, 'primary': True}, {'listing_id': '2962392002', 'status': 'for_rent', 'listing_key': None, 'primary': None}, {'listing_id': '2957767386', 'status': 'off_market', 'listing_key': None, 'primary': None}]}","{'beds': 4, 'baths': 4, 'baths_full': 3, 'baths_half': 1, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': 4, 'stories': 2, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 12834, 'sqft': 6073, 'year_built': 1956, 'sold_price': 240000, 'sold_date': '1998-08-03', 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6603%20Byrnes%20Dr%2C%20McLean%2C%20VA%2022101&size=640x480&source=outdoor&signature=xchHVuHFE-zHyPDBuzYAgGOOaLI=', 'address': {'line': '6603 Byrnes Dr', 'postal_code': '22101', 'state': 'Virginia', 'state_code': 'VA', 'city': 'McLean', 'coordinate': {'lat': 38.917865, 'lon': -77.170495}}, 'county': {'name': 'Fairfax', 'fips_code': '51059'}}",{'public_record_id': 'F90C8CB778C040CEC77CC6CC4C7007A3'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': True, 'is_price_reduced': None, 'is_plan': None, 'is_subdivision': None}",2023-12-11T20:17:05.000000Z,2023-12-11T15:13:33Z,,"[{'href': 'https://ap.rdcpix.com/55e84ac84a3a84f56130776e0aebc796l-m2950447196s.jpg'}, {'href': 'https://ap.rdcpix.com/55e84ac84a3a84f56130776e0aebc796l-m1875761221s.jpg'}]","['central_air', 'central_heat', 'disability_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'pets_allowed', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'updated_kitchen', 'high_ceiling', 'master_bedroom', 'rental_property', 'big_lot']","[{'type': 'Office', 'photo': None, 'name': 'SAMSON PROPERTIES - Tysons'}]",2023-12-17 18:56:06.172429,"['Kent-Gardens-Elementary-School-0772864561', 'Longfellow-Middle-School-0772864811', 'Mclean-High-School-0772864921']"
2000,True,,{'href': 'https://ap.rdcpix.com/b9dbb5d6e55f30fd3ee83f53aa559918l-m2223817723s.jpg'},"{'id': 'PHPA', 'agents': [{'office_name': None}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,"{'brand_name': 'essentials', 'products': ['core.agent', 'realtor_dot_com_ad.agent', 'core.broker']}",2960579743,False,,for_rent,6532-Chesterfield-Ave_McLean_VA_22101_M62432-19453,,"{'rdc': [{'listing_id': '2960579743', 'status': 'for_rent', 'listing_key': None, 'primary': True}, {'listing_id': '642190578', 'status': 'sold', 'listing_key': None, 'primary': None}, {'listing_id': '608847042', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '608819058', 'status': 'off_market', 'listing_key': None, 'primary': None}]}","{'beds': 1, 'baths': 1, 'baths_full': 1, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 12400, 'sqft': 4793, 'year_built': 2017, 'sold_price': None, 'sold_date': None, 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6532%20Chesterfield%20Ave%2C%20McLean%2C%20VA%2022101&size=640x480&source=outdoor&signature=Lt7Zs60W4IFE4Vsdg3UsbbjDSmo=', 'address': {'line': '6532 Chesterfield Ave', 'postal_code': '22101', 'state': 'Virginia', 'state_code': 'VA', 'city': 'McLean', 'coordinate': {'lat': 38.915839, 'lon': -77.168976}}, 'county': {'name': 'Fairfax', 'fips_code': '51059'}}",{'public_record_id': '712BE97713D16B8F1B6FA057D147C713'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': None, 'is_plan': None, 'is_subdivision': None}",2023-10-16T12:31:00.000000Z,2023-10-16T08:30:17Z,,"[{'href': 'https://ap.rdcpix.com/b9dbb5d6e55f30fd3ee83f53aa559918l-m2223817723s.jpg'}, {'href': 'https://ap.rdcpix.com/b9dbb5d6e55f30fd3ee83f53aa559918l-m2341759117s.jpg'}]","['central_air', 'fireplace', 'forced_air', 'recreation_facilities', 'basement', 'rental_property']","[{'type': 'Office', 'photo': None, 'name': 'Gaja Associates Inc.'}]",2023-12-17 18:56:06.172429,"['Longfellow-Middle-School-0772864811', 'Kent-Gardens-Elementary-School-0772864561', 'Mclean-High-School-0772864921']"
1200,True,,{'href': 'https://ap.rdcpix.com/2ff04748cc39b400fae479112b718a09l-m1959819326s.jpg'},"{'id': 'TRBO', 'agents': None, 'type': 'unit_rental', 'spec_id': None, 'plan_id': None}",,,2948766567,False,,for_rent,306-N-Madison-St_Arlington_VA_22203_M92107-36829,100.0,"{'rdc': [{'listing_id': '2948766567', 'status': 'for_rent', 'listing_key': None, 'primary': True}]}","{'beds': 1, 'baths': 1, 'baths_full': 1, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': None, 'sqft': None, 'year_built': None, 'sold_price': None, 'sold_date': None, 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=306%20N%20Madison%20St%2C%20Arlington%2C%20VA%2022203&size=640x480&source=outdoor&signature=j9ZHCMjW909771OXBYcK0NkMAOs=', 'address': {'line': '306 N Madison St', 'postal_code': '22203', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Arlington', 'coordinate': {'lat': 38.867573, 'lon': -77.139107}}, 'county': {'name': 'Arlington', 'fips_code': '51013'}}",,"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_unit', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': True, 'is_plan': None, 'is_subdivision': None}",2022-10-10T21:25:24.000000Z,2023-11-20T18:43:50Z,,"[{'href': 'https://ap.rdcpix.com/2ff04748cc39b400fae479112b718a09l-m1959819326s.jpg'}, {'href': 'https://ap.rdcpix.com/2ff04748cc39b400fae479112b718a09l-m4065196900s.jpg'}]","['central_air', 'forced_air', 'two_or_more_stories', 'rental_property', 'park', 'shopping']","[{'type': 'Office', 'photo': None, 'name': None}]",2023-12-17 18:56:06.172429,"['Ashlawn-Elementary-School-0772858721', 'Kenmore-Middle-School-0772858861', 'Yorktown-High-School-0772859051']"
2500,True,,{'href': 'https://ap.rdcpix.com/0b6095724f7f6578e1a4d36be21dbf48l-m200292653s.jpg'},"{'id': 'PHPA', 'agents': [{'office_name': None}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,"{'brand_name': 'essentials', 'products': ['core.agent', 'core.broker']}",2962204491,False,,for_rent,7613-Hamlet-St_Springfield_VA_22151_M55653-88521,,"{'rdc': [{'listing_id': '2962204491', 'status': 'for_rent', 'listing_key': None, 'primary': True}, {'listing_id': '2956326738', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '2952496060', 'status': 'sold', 'listing_key': None, 'primary': None}]}","{'beds': 1, 'baths': 1, 'baths_full': 1, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 15032, 'sqft': 2248, 'year_built': 1958, 'sold_price': 814800, 'sold_date': '2023-03-31', 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=7613%20Hamlet%20St%2C%20Springfield%2C%20VA%2022151&size=640x480&source=outdoor&signature=IxyVL32IOVWyD5ZROoJxUqwj83k=', 'address': {'line': '7613 Hamlet St', 'postal_code': '22151', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Springfield', 'coordinate': {'lat': 38.796882, 'lon': -77.207459}}, 'county': {'name': 'Fairfax', 'fips_code': '51059'}}",{'public_record_id': '1BE496CF76C7F6D40C65BB8F2363EDC0'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': True, 'is_price_reduced': None, 'is_plan': None, 'is_subdivision': None}",2023-12-04T05:12:51.000000Z,2023-12-04T00:16:35Z,,"[{'href': 'https://ap.rdcpix.com/0b6095724f7f6578e1a4d36be21dbf48l-m200292653s.jpg'}, {'href': 'https://ap.rdcpix.com/0b6095724f7f6578e1a4d36be21dbf48l-m3589587994s.jpg'}]","['central_air', 'disability_features', 'forced_air', 'modern_kitchen', 'large_kitchen', 'medicalcare']","[{'type': 'Office', 'photo': None, 'name': 'SAMSON PROPERTIES - Chantilly'}]",2023-12-17 18:56:06.172429,"['North-Springfield-Elementary-School-0772865021', 'Annandale-High-School-0772863561', 'Holmes-Middle-School-0772864451']"
3000,True,,,"{'id': 'PHPA', 'agents': [{'office_name': None}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,"{'brand_name': 'basic_opt_in', 'products': ['core.agent']}",2960368606,False,,for_rent,8512-Overbrook-Rd_Fairfax_VA_22031_M63815-62707,,"{'rdc': [{'listing_id': '2960368606', 'status': 'for_rent', 'listing_key': None, 'primary': True}, {'listing_id': '2945000746', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '651258242', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '634708726', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '597201542', 'status': 'off_market', 'listing_key': None, 'primary': None}]}","{'beds': 4, 'baths': 4, 'baths_full': 4, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 43560, 'sqft': 2996, 'year_built': 1951, 'sold_price': 445000, 'sold_date': '2003-12-02', 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8512%20Overbrook%20Rd%2C%20Fairfax%2C%20VA%2022031&size=640x480&source=outdoor&signature=62dJUSrNVGuaWfjYej1DdtHmmpM=', 'address': {'line': '8512 Overbrook Rd', 'postal_code': '22031', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Fairfax', 'coordinate': {'lat': 38.863056, 'lon': -77.23919}}, 'county': {'name': 'Fairfax', 'fips_code': '51059'}}",{'public_record_id': '8E344C6D36DD875B5CAD3927E5DB20B4'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': None, 'is_plan': None, 'is_subdivision': None}",2023-10-09T01:06:49.000000Z,2023-11-28T10:25:28Z,,,"['central_air', 'disability_features', 'dishwasher', 'fireplace', 'forced_air', 'pets_allowed', 'recreation_facilities', 'washer_dryer', 'two_or_more_stories', 'rental_property']","[{'type': 'Office', 'photo': None, 'name': 'Key Realty Group I Llc'}]",2023-12-17 18:56:06.172429,"['Mantua-Elementary-School-0772864861', 'Woodson-High-School-0772865651', 'Frost-Middle-School-0772864151']"
3050,True,,{'href': 'https://ap.rdcpix.com/4777f9500e973783324277fceac73a1fl-m991433470s.jpg'},"{'id': 'TURN', 'agents': None, 'type': 'unit_rental', 'spec_id': None, 'plan_id': None}",,,2962161825,False,,for_rent,5355-Holmes-Run-Pkwy_Alexandria_VA_22304_M57039-43662,150.0,"{'rdc': [{'listing_id': '2962161825', 'status': 'for_rent', 'listing_key': None, 'primary': True}, {'listing_id': '2931483401', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '2931347889', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '644136446', 'status': 'off_market', 'listing_key': None, 'primary': None}, {'listing_id': '575193702', 'status': 'off_market', 'listing_key': None, 'primary': None}]}","{'beds': 3, 'baths': 2, 'baths_full': 1, 'baths_half': 1, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': None, 'sqft': 2134, 'year_built': None, 'sold_price': 439900, 'sold_date': '2013-10-31', 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5355%20Holmes%20Run%20Pkwy%2C%20Alexandria%2C%20VA%2022304&size=640x480&source=outdoor&signature=ZvlpMW5wpeKiYmHNvF8O7rkEopA=', 'address': {'line': '5355 Holmes Run Pkwy', 'postal_code': '22304', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Alexandria', 'coordinate': {'lat': 38.818252, 'lon': -77.123855}}, 'county': {'name': 'Alexandria City', 'fips_code': None}}",{'public_record_id': '82ABE2BA2FD3932A5ED0BA4E515934CF'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_unit', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': None, 'is_price_reduced': True, 'is_plan': None, 'is_subdivision': None}",,2023-12-14T19:02:50Z,,"[{'href': 'https://ap.rdcpix.com/4777f9500e973783324277fceac73a1fl-m991433470s.jpg'}, {'href': 'https://ap.rdcpix.com/4777f9500e973783324277fceac73a1fl-m270547882s.jpg'}]","['central_air', 'dishwasher', 'laundry_room', 'two_or_more_stories', 'granite_kitchen', 'modern_kitchen', 'open_kitchen', 'rental_property', 'trails', 'maintenance']","[{'type': 'Office', 'photo': None, 'name': None}]",2023-12-17 18:56:06.172429,"['James-K-Polk-Elementary-School-0772858151', 'Francis-C-Hammond-Middle-0772858121', 'Alexandria-City-High-School-0772858261']"
1500,True,,{'href': 'https://ap.rdcpix.com/2a1d2cbf28ab1f0fdec325fb340d5716l-m3233642434s.jpg'},"{'id': 'PHPA', 'agents': [{'office_name': None}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,"{'brand_name': 'essentials', 'products': ['core.agent', 'core.broker']}",2959565624,False,,for_rent,4850-Chowan-Ave_Alexandria_VA_22312_M55230-47960,100.0,"{'rdc': [{'listing_id': '2959565624', 'status': 'for_rent', 'listing_key': None, 'primary': True}, {'listing_id': '650332034', 'status': 'off_market', 'listing_key': None, 'primary': None}]}","{'beds': 1, 'baths': 1, 'baths_full': 1, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 27000, 'sqft': 1445, 'year_built': 1952, 'sold_price': 480000, 'sold_date': '2009-01-30', 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4850%20Chowan%20Ave%2C%20Alexandria%2C%20VA%2022312&size=640x480&source=outdoor&signature=ADmUaqgEfF-Ob9O1gICCAMx32mw=', 'address': {'line': '4850 Chowan Ave', 'postal_code': '22312', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Alexandria', 'coordinate': {'lat': 38.817745, 'lon': -77.152377}}, 'county': {'name': 'Fairfax', 'fips_code': '51059'}}",{'public_record_id': 'D8232B740E9A07EC76C7DCD9794DDD7D'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': False, 'is_plan': None, 'is_subdivision': None}",2023-09-11T18:35:45.000000Z,2023-10-04T01:35:42Z,,"[{'href': 'https://ap.rdcpix.com/2a1d2cbf28ab1f0fdec325fb340d5716l-m3233642434s.jpg'}, {'href': 'https://ap.rdcpix.com/2a1d2cbf28ab1f0fdec325fb340d5716l-m23687885s.jpg'}]","['central_air', 'washer_dryer', 'basement', 'single_story', 'rental_property']","[{'type': 'Office', 'photo': None, 'name': 'Weichert, Realtors - Alexandria Old Town'}]",2023-12-17 18:56:06.172429,"['Holmes-Middle-School-0772864451', 'Weyanoke-Elementary-School-0772865561', 'Annandale-High-School-0772863561']"
1200,True,,{'href': 'https://ap.rdcpix.com/55adbc1ffcc52ac581b48cf47e5d1e4el-m2576841375s.jpg'},"{'id': 'AVAL', 'agents': None, 'type': 'unit_rental', 'spec_id': None, 'plan_id': None}",,,2960744790,False,,for_rent,9814-Portside-Dr_Burke_VA_22015_M64287-76729,,"{'rdc': [{'listing_id': '2960744790', 'status': 'for_rent', 'listing_key': None, 'primary': True}, {'listing_id': '2941873491', 'status': 'sold', 'listing_key': None, 'primary': None}, {'listing_id': '528285170', 'status': 'off_market', 'listing_key': None, 'primary': None}]}","{'beds': 1, 'baths': 1, 'baths_full': 1, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': None, 'sqft': None, 'year_built': None, 'sold_price': 1350000, 'sold_date': '2022-05-18', 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=9814%20Portside%20Dr%2C%20Burke%2C%20VA%2022015&size=640x480&source=outdoor&signature=YDOir3I05RvgKn4Kw9Klrf2VN0E=', 'address': {'line': '9814 Portside Dr', 'postal_code': '22015', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Burke', 'coordinate': {'lat': 38.764381, 'lon': -77.285435}}, 'county': {'name': 'Fairfax', 'fips_code': '51059'}}",{'public_record_id': 'D300F7E0A078C964DEF0BABDE459574D'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_unit', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': False, 'is_price_reduced': None, 'is_plan': None, 'is_subdivision': None}",2023-10-20T19:06:59.000000Z,2023-12-08T04:04:11Z,,"[{'href': 'https://ap.rdcpix.com/55adbc1ffcc52ac581b48cf47e5d1e4el-m2576841375s.jpg'}, {'href': 'https://ap.rdcpix.com/55adbc1ffcc52ac581b48cf47e5d1e4el-m2329014877s.jpg'}]","['basement', 'rental_property']","[{'type': 'Office', 'photo': None, 'name': None}]",2023-12-17 18:56:06.172429,"['Cherry-Run-Elementary-School-0772866011', 'Lake-Braddock-Secondary-0772864661']"
2900,True,,{'href': 'https://ap.rdcpix.com/20e5c79c9b12bb76e126fb352e4b349el-m762768188s.jpg'},"{'id': 'PHPA', 'agents': [{'office_name': 'McEnearney Associates, Inc.'}], 'type': 'mls', 'spec_id': None, 'plan_id': None}",,"{'brand_name': 'essentials', 'products': ['core.agent', 'core.broker']}",2962579925,False,,for_rent,1670-N-Longfellow-St_Arlington_VA_22205_M60030-05297,,"{'rdc': [{'listing_id': '2962579925', 'status': 'for_rent', 'listing_key': None, 'primary': True}, {'listing_id': '2939433270', 'status': 'off_market', 'listing_key': None, 'primary': None}]}","{'beds': 2, 'baths': 1, 'baths_full': 1, 'baths_half': None, 'baths_1qtr': None, 'baths_3qtr': None, 'garage': None, 'stories': None, 'type': 'single_family', 'sub_type': None, 'lot_sqft': 13500, 'sqft': 1296, 'year_built': 1938, 'sold_price': None, 'sold_date': None, 'name': None}","{'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1670%20N%20Longfellow%20St%2C%20Arlington%2C%20VA%2022205&size=640x480&source=outdoor&signature=BU8rLO4z5LZZmR6mp0qBU_4AppM=', 'address': {'line': '1670 N Longfellow St', 'postal_code': '22205', 'state': 'Virginia', 'state_code': 'VA', 'city': 'Arlington', 'coordinate': {'lat': 38.886082, 'lon': -77.140581}}, 'county': {'name': 'Arlington', 'fips_code': '51013'}}",{'public_record_id': '75305C2EC10A2F7A5FCEB8F729672885'},"{'show_contact_an_agent': True, 'opcity_lead_attributes': {'cashback_enabled': False, 'flip_the_market_enabled': False}, 'lead_type': 'rental_basic_mls', 'ready_connect_mortgage': {'show_contact_a_lender': False, 'show_veterans_united': False}}",,"{'is_coming_soon': None, 'is_pending': None, 'is_foreclosure': None, 'is_contingent': None, 'is_new_construction': None, 'is_new_listing': True, 'is_price_reduced': None, 'is_plan': None, 'is_subdivision': None}",2023-12-15T19:33:27.000000Z,2023-12-15T15:57:38Z,,"[{'href': 'https://ap.rdcpix.com/20e5c79c9b12bb76e126fb352e4b349el-m762768188s.jpg'}, {'href': 'https://ap.rdcpix.com/20e5c79c9b12bb76e126fb352e4b349el-m180041604s.jpg'}]","['central_air', 'central_heat', 'hardwood_floors', 'pets_allowed', 'basement']","[{'type': 'Office', 'photo': None, 'name': 'McEnearney Associates, Inc.'}]",2023-12-17 18:56:06.172429,"['Swanson-Middle-School-0772858951', 'McKinley-Elementary-School-0772858911', 'Yorktown-High-School-0772859051']"
